,zip,city,county,pop,ZIP,LAT,LNG,_merge,gundo_lat,gundo_long,Est_Dist_from_Home (Miles)
733,90292,Marina Del Rey,Los Angeles,23549,90292,33.976582,-118.455222,both,33.92735,-118.41591,4.084492676
734,92835,Fullerton,Orange,23528,92835,33.901886,-117.916639,both,33.92735,-118.41591,28.71217125
735,93212,Corcoran,Kings,23357,93212,36.042151,-119.5277,both,33.92735,-118.41591,159.2634179
736,95864,Sacramento,Sacramento,23352,95864,38.584047,-121.375846,both,33.92735,-118.41591,361.8799592
737,91202,Glendale,Los Angeles,23345,91202,34.168366,-118.267771,both,33.92735,-118.41591,18.70778521
738,95501,Eureka,Humboldt,23324,95501,40.798659,-124.151583,both,33.92735,-118.41591,570.0424655
739,93907,Salinas,Monterey,23299,93907,36.769389,-121.667532,both,33.92735,-118.41591,268.8380492
740,91201,Glendale,Los Angeles,23281,91201,34.17051,-118.289463,both,33.92735,-118.41591,18.31346678
741,92602,Irvine,Orange,23238,92602,33.754048,-117.752273,both,33.92735,-118.41591,39.96559531
742,96007,Anderson,Shasta,23228,96007,40.458029,-122.27783,both,33.92735,-118.41591,499.180334
743,94085,Sunnyvale,Santa Clara,23223,94085,37.388556,-122.017732,both,33.92735,-118.41591,313.4503702
744,92844,Garden Grove,Orange,23189,92844,33.765471,-117.969504,both,33.92735,-118.41591,27.98193417
745,92277,Twentynine Palms,San Bernardino,23172,92277,34.141358,-115.621168,both,33.92735,-118.41591,160.8695642
746,94597,Walnut Creek,Contra Costa,23108,94597,37.918191,-122.071665,both,33.92735,-118.41591,343.6234351
747,92782,Tustin,Orange,23084,92782,33.739709,-117.784703,both,33.92735,-118.41591,38.51802504
748,90404,Santa Monica,Los Angeles,22929,90404,34.026608,-118.473643,both,33.92735,-118.41591,7.622310296
749,94089,Sunnyvale,Santa Clara,22882,94089,37.412402,-122.015605,both,33.92735,-118.41591,314.6149735
750,90732,San Pedro,Los Angeles,22780,90732,33.74212,-118.312878,both,33.92735,-118.41591,14.11330658
751,95330,Lathrop,San Joaquin,22760,95330,37.808915,-121.312639,both,33.92735,-118.41591,313.7112413
752,93610,Chowchilla,Madera,22724,93610,37.098303,-120.281212,both,33.92735,-118.41591,243.1576794
753,93203,Arvin,Kern,22662,93203,35.112617,-118.832292,both,33.92735,-118.41591,85.34662506
754,90015,Los Angeles,Los Angeles,22651,90015,34.039378,-118.2663,both,33.92735,-118.41591,11.56157378
755,94030,Millbrae,San Mateo,22625,94030,37.59897,-122.401991,both,33.92735,-118.41591,338.3689982
756,92118,Coronado,San Diego,22548,92118,32.699234,-117.209642,both,33.92735,-118.41591,109.8943749
757,92225,Blythe,Riverside,22460,92225,33.736458,-114.687973,both,33.92735,-118.41591,214.5855002
758,92108,San Diego,San Diego,22280,92108,32.774046,-117.142454,both,33.92735,-118.41591,108.5192451
759,90720,Los Alamitos,Orange,22261,90720,33.795012,-118.062692,both,33.92735,-118.41591,22.25677024
760,93263,Shafter,Kern,22210,93263,35.492805,-119.286861,both,33.92735,-118.41591,119.063736
761,92354,Loma Linda,San Bernardino,22050,92354,34.051177,-117.248563,both,33.92735,-118.41591,67.49215664
762,95135,San Jose,Santa Clara,22015,95135,37.284529,-121.658321,both,33.92735,-118.41591,295.196402
763,95620,Dixon,Solano,21954,95620,38.412615,-121.756222,both,33.92735,-118.41591,361.9147383
764,92663,Newport Beach,Orange,21951,92663,33.623208,-117.933903,both,33.92735,-118.41591,34.79239761
765,92585,Sun City,Riverside,21907,92585,33.746707,-117.172142,both,33.92735,-118.41591,72.54079971
766,94579,San Leandro,Alameda,21883,94579,37.686491,-122.157201,both,33.92735,-118.41591,334.0699112
767,93560,Rosamond,Kern,21756,93560,34.866894,-118.339832,both,33.92735,-118.41591,65.1306987
768,94596,Walnut Creek,Contra Costa,21700,94596,37.889098,-122.037553,both,33.92735,-118.41591,340.8931011
769,94703,Berkeley,Alameda,21697,94703,37.863911,-122.275643,both,33.92735,-118.41591,347.6424462
770,90272,Pacific Palisades,Los Angeles,21629,90272,34.08746,-118.544232,both,33.92735,-118.41591,13.29575234
771,95818,Sacramento,Sacramento,21625,95818,38.554487,-121.497058,both,33.92735,-118.41591,363.2220371
772,92501,Riverside,Riverside,21590,92501,33.99504,-117.373184,both,33.92735,-118.41591,60.00236055
773,90603,Whittier,Los Angeles,21584,90603,33.945555,-117.990719,both,33.92735,-118.41591,24.43213764
774,90717,Lomita,Los Angeles,21508,90717,33.793809,-118.31717,both,33.92735,-118.41591,10.83879606
775,90048,Los Angeles,Los Angeles,21489,90048,34.072924,-118.37271,both,33.92735,-118.41591,10.36921883
776,91101,Pasadena,Los Angeles,21395,91101,34.146671,-118.139455,both,33.92735,-118.41591,21.93648293
777,93444,Nipomo,San Luis Obispo,21331,93444,35.037198,-120.504593,both,33.92735,-118.41591,141.6783887
778,95841,Sacramento,Sacramento,21229,95841,38.66037,-121.347394,both,33.92735,-118.41591,365.8382178
779,94706,Albany,Alameda,21218,94706,37.889704,-122.295531,both,33.92735,-118.41591,349.7092443
780,94127,San Francisco,San Francisco,21151,94127,37.73622,-122.459338,both,33.92735,-118.41591,347.5080521
781,90068,Los Angeles,Los Angeles,21092,90068,34.129772,-118.330989,both,33.92735,-118.41591,14.82311728
782,95405,Santa Rosa,Sonoma,21082,95405,38.437114,-122.665993,both,33.92735,-118.41591,391.8080319
783,95521,Arcata,Humboldt,21068,95521,40.855694,-124.066898,both,33.92735,-118.41591,570.7294209
784,95949,Grass Valley,Nevada,21036,95949,39.09923,-121.138848,both,33.92735,-118.41591,388.3787923
785,93630,Kerman,Fresno,20764,93630,36.72725,-120.123426,both,33.92735,-118.41591,216.2976886
786,95138,San Jose,Santa Clara,20674,95138,37.246623,-121.733833,both,33.92735,-118.41591,295.8250182
787,95827,Sacramento,Sacramento,20666,95827,38.556129,-121.324257,both,33.92735,-118.41591,358.8683265
788,92865,Orange,Orange,20664,92865,33.826393,-117.851307,both,33.92735,-118.41591,33.16592366
789,93103,Santa Barbara,Santa Barbara,20538,93103,34.438773,-119.678841,both,33.92735,-118.41591,80.45558007
790,94019,Half Moon Bay,San Mateo,20512,94019,37.469453,-122.411841,both,33.92735,-118.41591,332.1989187
791,91501,Burbank,Los Angeles,20511,91501,34.2044,-118.287527,both,33.92735,-118.41591,20.52621493
792,95965,Oroville,Butte,20498,95965,39.593945,-121.581363,both,33.92735,-118.41591,429.3221982
793,92808,Anaheim,Orange,20483,92808,33.856459,-117.740176,both,33.92735,-118.41591,39.10597791
794,92377,Rialto,San Bernardino,20476,92377,34.157763,-117.405966,both,33.92735,-118.41591,60.03713982
795,91011,La Canada Flintridge,Los Angeles,20301,91011,34.222119,-118.205306,both,33.92735,-118.41591,23.6911824
796,94503,American Canyon,Napa,20276,94503,38.186532,-122.264069,both,33.92735,-118.41591,364.7293251
797,91361,Westlake Village,Ventura,20258,91361,34.136077,-118.888919,both,33.92735,-118.41591,30.7174096
798,90715,Lakewood,Los Angeles,20256,90715,33.841027,-118.079141,both,33.92735,-118.41591,20.2382089
799,90069,West Hollywood,Los Angeles,20230,90069,34.093828,-118.381697,both,33.92735,-118.41591,11.68073973
800,92106,San Diego,San Diego,20155,92106,32.710818,-117.237613,both,33.92735,-118.41591,108.2490876
801,95391,Tracy,San Joaquin,20131,95391,37.768218,-121.609509,both,33.92735,-118.41591,320.3156987
802,96130,Susanville,Lassen,20119,96130,40.551757,-120.675673,both,33.92735,-118.41591,474.7385573
803,92264,Palm Springs,Riverside,20072,92264,33.708592,-116.497622,both,33.92735,-118.41591,111.266212
804,91040,Sunland,Los Angeles,20049,91040,34.261962,-118.336078,both,33.92735,-118.41591,23.59162751
805,94519,Concord,Contra Costa,20041,94519,37.988451,-122.013001,both,33.92735,-118.41591,345.5615428
806,92887,Yorba Linda,Orange,20012,92887,33.885514,-117.730164,both,33.92735,-118.41591,39.47170047
807,95110,San Jose,Santa Clara,19928,95110,37.346512,-121.909803,both,33.92735,-118.41591,307.3627158
808,93023,Ojai,Ventura,19895,93023,34.530199,-119.310133,both,33.92735,-118.41591,65.98286615
809,95819,Sacramento,Sacramento,19890,95819,38.569828,-121.440067,both,33.92735,-118.41591,362.6618069
810,95519,Mckinleyville,Humboldt,19763,95519,40.959368,-124.051236,both,33.92735,-118.41591,576.1786306
811,90814,Long Beach,Los Angeles,19685,90814,33.771616,-118.143631,both,33.92735,-118.41591,18.99110223
812,91602,North Hollywood,Los Angeles,19672,91602,34.150818,-118.368159,both,33.92735,-118.41591,15.69713833
813,94563,Orinda,Contra Costa,19644,94563,37.87992,-122.184572,both,33.92735,-118.41591,345.3574139
814,92603,Irvine,Orange,19558,92603,33.624456,-117.781423,both,33.92735,-118.41591,42.06664443
815,90254,Hermosa Beach,Los Angeles,19539,90254,33.864259,-118.399303,both,33.92735,-118.41591,4.466785368
816,92586,Sun City,Riverside,19472,92586,33.708982,-117.198853,both,33.92735,-118.41591,71.54983373
817,94022,Los Altos,Santa Clara,19406,94022,37.357489,-122.144437,both,33.92735,-118.41591,316.5044923
818,91381,Stevenson Ranch,Los Angeles,19390,91381,34.384697,-118.647244,both,33.92735,-118.41591,34.29279274
819,92029,Escondido,San Diego,19382,92029,33.0824,-117.127641,both,33.92735,-118.41591,94.5293835
820,90210,Beverly Hills,Los Angeles,19314,90210,34.100517,-118.414712,both,33.92735,-118.41591,11.97770779
821,94564,Pinole,Contra Costa,19260,94564,37.994038,-122.282589,both,33.92735,-118.41591,354.8597906
822,91390,Santa Clarita,Los Angeles,19168,91390,34.545587,-118.420095,both,33.92735,-118.41591,42.76251439
823,91345,Mission Hills,Los Angeles,19145,91345,34.265879,-118.456748,both,33.92735,-118.41591,23.53171171
824,94945,Novato,Marin,19043,94945,38.134068,-122.52719,both,33.92735,-118.41591,370.7803261
825,91902,Bonita,San Diego,18896,91902,32.665762,-117.018657,both,33.92735,-118.41591,118.9076342
826,93927,Greenfield,Monterey,18812,93927,36.248797,-121.386631,both,33.92735,-118.41591,232.4652902
827,93268,Taft,Kern,18731,93268,35.162393,-119.425116,both,33.92735,-118.41591,102.9703134
828,91204,Glendale,Los Angeles,18723,91204,34.136194,-118.260934,both,33.92735,-118.41591,16.95811497
829,92082,Valley Center,San Diego,18705,92082,33.253548,-117.003366,both,33.92735,-118.41591,93.78493777
830,94949,Novato,Marin,18695,94949,38.060475,-122.508496,both,33.92735,-118.41591,366.2154272
831,91506,Burbank,Los Angeles,18591,91506,34.169706,-118.323548,both,33.92735,-118.41591,17.57898826
832,91723,Covina,Los Angeles,18521,91723,34.084747,-117.886844,both,33.92735,-118.41591,32.23002907
833,96161,Truckee,Nevada,18488,96161,39.313089,-120.207783,both,33.92735,-118.41591,385.5448627
834,95959,Nevada City,Nevada,18343,95959,39.347811,-120.918728,both,33.92735,-118.41591,399.7764438
835,93210,Coalinga,Fresno,18336,93210,36.197785,-120.422249,both,33.92735,-118.41591,193.8027881
836,92371,Phelan,San Bernardino,18269,92371,34.442625,-117.541815,both,33.92735,-118.41591,61.41251708
837,93247,Lindsay,Tulare,18234,93247,36.206269,-119.071075,both,33.92735,-118.41591,161.930488
838,92270,Rancho Mirage,Riverside,18193,92270,33.768584,-116.429988,both,33.92735,-118.41591,114.6063627
839,91901,Alpine,San Diego,18162,91901,32.808563,-116.710076,both,33.92735,-118.41591,125.2881199
840,94595,Walnut Creek,Contra Costa,18117,94595,37.87195,-122.069383,both,33.92735,-118.41591,341.0202477
841,93015,Fillmore,Ventura,17989,93015,34.404104,-118.897776,both,33.92735,-118.41591,42.98723128
842,90265,Malibu,Los Angeles,17954,90265,34.066117,-118.846342,both,33.92735,-118.41591,26.4834005
843,95366,Ripon,San Joaquin,17909,95366,37.762766,-121.125277,both,33.92735,-118.41591,305.6610438
844,90502,Torrance,Los Angeles,17778,90502,33.833181,-118.292062,both,33.92735,-118.41591,9.643724057
845,95602,Auburn,Placer,17557,95602,38.99003,-121.114408,both,33.92735,-118.41591,380.9410298
846,95448,Healdsburg,Sonoma,17407,95448,38.622985,-122.889121,both,33.92735,-118.41591,409.3901051
847,91914,Chula Vista,San Diego,17379,91914,32.674004,-116.943932,both,33.92735,-118.41591,121.4730505
848,93111,Santa Barbara,Santa Barbara,17329,93111,34.449185,-119.804782,both,33.92735,-118.41591,87.27624748
849,94618,Oakland,Alameda,17252,94618,37.844672,-122.238105,both,33.92735,-118.41591,345.3111822
850,92587,Sun City,Riverside,17237,92587,33.694019,-117.250341,both,33.92735,-118.41591,68.90140123
851,92582,San Jacinto,Riverside,17219,92582,33.807607,-117.015163,both,33.92735,-118.41591,80.87181953
852,95816,Sacramento,Sacramento,17199,95816,38.571577,-121.466465,both,33.92735,-118.41591,363.4539521
853,93930,King City,Monterey,17067,93930,36.20506,-121.010363,both,33.92735,-118.41591,215.3719809
854,95334,Livingston,Merced,17057,95334,37.347307,-120.742627,both,33.92735,-118.41591,270.2756863
855,94702,Berkeley,Alameda,16860,94702,37.865777,-122.286321,both,33.92735,-118.41591,348.1138211
856,93110,Santa Barbara,Santa Barbara,16849,93110,34.446201,-119.762794,both,33.92735,-118.41591,85.00874015
857,90701,Artesia,Los Angeles,16801,90701,33.8676,-118.080612,both,33.92735,-118.41591,19.68857816
858,90245,El Segundo,Los Angeles,16731,90245,33.91714,-118.404267,both,33.92735,-118.41591,0.972251138
859,90670,Santa Fe Springs,Los Angeles,16700,90670,33.933565,-118.062611,both,33.92735,-118.41591,20.28011991
860,93013,Carpinteria,Santa Barbara,16652,93013,34.44137,-119.514092,both,33.92735,-118.41591,72.19575871
861,95673,Rio Linda,Sacramento,16636,95673,38.689241,-121.459014,both,33.92735,-118.41591,370.4147012
862,94301,Palo Alto,Santa Clara,16582,94301,37.444123,-122.149911,both,33.92735,-118.41591,321.1444922
863,93728,Fresno,Fresno,16574,93728,36.757294,-119.818488,both,33.92735,-118.41591,211.1232484
864,93402,Los Osos,San Luis Obispo,16562,93402,35.295232,-120.835468,both,33.92735,-118.41591,167.0925989
865,94556,Moraga,Contra Costa,16428,94556,37.840645,-122.114877,both,33.92735,-118.41591,340.8582904
866,94305,Stanford,Santa Clara,16397,94305,37.418256,-122.170871,both,33.92735,-118.41591,320.5876479
867,93241,Lamont,Kern,16397,93241,35.254701,-118.912678,both,33.92735,-118.41591,96.06761299
868,92610,Foothill Ranch,Orange,16360,92610,33.696122,-117.67594,both,33.92735,-118.41591,45.43336066
869,93631,Kingsburg,Fresno,16282,93631,36.478239,-119.52137,both,33.92735,-118.41591,187.1693683
870,92845,Garden Grove,Orange,16273,92845,33.783064,-118.026268,both,33.92735,-118.41591,24.50523496
871,95252,Valley Springs,Calaveras,16262,95252,38.149816,-120.84667,both,33.92735,-118.41591,322.1146737
872,96022,Cottonwood,Shasta,16253,96022,40.336387,-122.448511,both,33.92735,-118.41591,495.7955946
873,93250,Mc Farland,Kern,16191,93250,35.665082,-119.197958,both,33.92735,-118.41591,128.1383423
874,93648,Parlier,Fresno,16087,93648,36.620634,-119.520731,both,33.92735,-118.41591,196.4519187
875,92637,Laguna Hills,Orange,16053,92637,33.612925,-117.731443,both,33.92735,-118.41591,44.96402427
876,96021,Corning,Tehama,16017,96021,39.923446,-122.270806,both,33.92735,-118.41591,466.1760818
877,94960,San Anselmo,Marin,15868,94960,37.995864,-122.577814,both,33.92735,-118.41591,365.2592176
878,91208,Glendale,Los Angeles,15860,91208,34.185666,-118.239494,both,33.92735,-118.41591,20.52876995
879,94612,Oakland,Alameda,15785,94612,37.8088,-122.269196,both,33.92735,-118.41591,344.4878197
880,95422,Clearlake,Lake,15696,95422,38.973012,-122.623922,both,33.92735,-118.41591,420.1276013
881,90623,La Palma,Orange,15662,90623,33.850616,-118.039565,both,33.92735,-118.41591,22.25092751
882,92866,Orange,Orange,15574,92866,33.784615,-117.844774,both,33.92735,-118.41591,34.25900293
883,93950,Pacific Grove,Monterey,15547,93950,36.621181,-121.925179,both,33.92735,-118.41591,271.9612947
884,95963,Orland,Glenn,15492,95963,39.736308,-122.259338,both,33.92735,-118.41591,454.5325311
885,95203,Stockton,San Joaquin,15487,95203,37.952452,-121.329655,both,33.92735,-118.41591,322.6517783
886,91203,Glendale,Los Angeles,15410,91203,34.153338,-118.262974,both,33.92735,-118.41591,17.9210146
887,95066,Scotts Valley,Santa Cruz,15341,95066,37.067917,-122.013995,both,33.92735,-118.41591,296.9999501
888,92274,Thermal,Riverside,15317,92274,33.460512,-116.084589,both,33.92735,-118.41591,137.9906628
889,91436,Encino,Los Angeles,15292,91436,34.149588,-118.489708,both,33.92735,-118.41591,15.94296968
890,94507,Alamo,Contra Costa,15105,94507,37.850411,-122.021124,both,33.92735,-118.41591,338.2267871
891,90305,Inglewood,Los Angeles,15042,90305,33.95889,-118.330548,both,33.92735,-118.41591,5.361980737
892,94552,Castro Valley,Alameda,14938,94552,37.72272,-122.021552,both,33.92735,-118.41591,331.3010919
893,95437,Fort Bragg,Mendocino,14859,95437,39.487185,-123.741963,both,33.92735,-118.41591,484.6700047
894,95650,Loomis,Placer,14808,95650,38.809175,-121.171375,both,33.92735,-118.41591,370.8492472
895,90232,Culver City,Los Angeles,14780,90232,34.019323,-118.391902,both,33.92735,-118.41591,6.508880713
896,94502,Alameda,Alameda,14701,94502,37.737572,-122.245507,both,33.92735,-118.41591,339.8864785
897,94542,Hayward,Alameda,14699,94542,37.659883,-122.037142,both,33.92735,-118.41591,328.4589105
898,95130,San Jose,Santa Clara,14660,95130,37.277121,-121.986133,both,33.92735,-118.41591,306.5341333
899,94041,Mountain View,Santa Clara,14572,94041,37.38852,-122.075726,both,33.92735,-118.41591,315.5609541
900,95315,Delhi,Merced,14520,95315,37.4219,-120.769283,both,33.92735,-118.41591,275.4876139
901,95605,West Sacramento,Yolo,14493,95605,38.593521,-121.539867,both,33.92735,-118.41591,366.7085521
902,93543,Littlerock,Los Angeles,14392,93543,34.481108,-117.982006,both,33.92735,-118.41591,45.64118907
903,90716,Hawaiian Gardens,Los Angeles,14285,90716,33.830482,-118.073451,both,33.92735,-118.41591,20.77539975
904,95304,Tracy,San Joaquin,14282,95304,37.671103,-121.406559,both,33.92735,-118.41591,308.5017401
905,95540,Fortuna,Humboldt,14196,95540,40.578828,-124.136869,both,33.92735,-118.41591,557.252114
906,94805,Richmond,Contra Costa,14188,94805,37.942798,-122.322923,both,33.92735,-118.41591,353.4940331
907,93514,Bishop,Inyo,14175,93514,37.492115,-118.390408,both,33.92735,-118.41591,246.5696769
908,94108,San Francisco,San Francisco,14143,94108,37.792007,-122.408575,both,33.92735,-118.41591,348.5569531
909,93221,Exeter,Tulare,14129,93221,36.295014,-119.026031,both,33.92735,-118.41591,167.3629039
910,95388,Winton,Merced,14116,95388,37.41467,-120.586787,both,33.92735,-118.41591,270.2757423
911,95368,Salida,Stanislaus,14041,95368,37.713269,-121.085404,both,33.92735,-118.41591,301.6040648
912,91377,Oak Park,Ventura,13853,91377,34.184975,-118.766918,both,33.92735,-118.41591,26.87209177
913,93505,California City,Kern,13774,93505,35.16374,-117.886527,both,33.92735,-118.41591,90.67982365
914,95817,Sacramento,Sacramento,13758,95817,38.550547,-121.456373,both,33.92735,-118.41591,361.9164874
915,94517,Clayton,Contra Costa,13687,94517,37.890217,-121.878354,both,33.92735,-118.41591,335.7302541
916,92408,San Bernardino,San Bernardino,13635,92408,34.083458,-117.270016,both,33.92735,-118.41591,66.5850222
917,92014,Del Mar,San Diego,13568,92014,32.963199,-117.250309,both,33.92735,-118.41591,94.72300964
918,93433,Grover Beach,San Luis Obispo,13535,93433,35.120888,-120.619664,both,33.92735,-118.41591,150.2809334
919,94705,Berkeley,Alameda,13527,94705,37.865183,-122.238209,both,33.92735,-118.41591,346.4112208
920,95030,Los Gatos,Santa Clara,13481,95030,37.222759,-121.983272,both,33.92735,-118.41591,303.6423873
921,91108,San Marino,Los Angeles,13375,91108,34.122671,-118.112911,both,33.92735,-118.41591,22.00492592
922,90212,Beverly Hills,Los Angeles,13314,90212,34.06221,-118.401966,both,33.92735,-118.41591,9.362126558
923,95360,Newman,Stanislaus,13278,95360,37.325955,-121.193383,both,33.92735,-118.41591,282.1758273
924,94904,Greenbrae,Marin,12994,94904,37.945512,-122.56012,both,33.92735,-118.41591,361.9973392
925,95490,Willits,Mendocino,12975,95490,39.492842,-123.340973,both,33.92735,-118.41591,471.797906
926,93204,Avenal,Kings,12961,93204,35.889811,-120.06859,both,33.92735,-118.41591,164.9555663
927,93640,Mendota,Fresno,12920,93640,36.672683,-120.446521,both,33.92735,-118.41591,221.7885192
928,93923,Carmel,Monterey,12837,93923,36.448672,-121.849502,both,33.92735,-118.41591,260.8961657
929,95320,Escalon,San Joaquin,12822,95320,37.825598,-121.005157,both,33.92735,-118.41591,306.1656342
930,92075,Solana Beach,San Diego,12752,92075,32.997248,-117.26058,both,33.92735,-118.41591,92.6431777
931,94920,Belvedere Tiburon,Marin,12740,94920,37.885629,-122.46858,both,33.92735,-118.41591,355.5945178
932,90293,Playa Del Rey,Los Angeles,12728,90293,33.947305,-118.439841,both,33.92735,-118.41591,1.94702995
933,91105,Pasadena,Los Angeles,12617,91105,34.13946,-118.166649,both,33.92735,-118.41591,20.47866601
934,90013,Los Angeles,Los Angeles,12559,90013,34.045405,-118.240454,both,33.92735,-118.41591,12.95892247
935,92313,Grand Terrace,San Bernardino,12547,92313,34.031011,-117.312929,both,33.92735,-118.41591,63.6677307
936,95742,Rancho Cordova,Sacramento,12472,95742,38.577783,-121.201788,both,33.92735,-118.41591,357.1749041
937,94065,Redwood City,San Mateo,12461,94065,37.534106,-122.247372,both,33.92735,-118.41591,329.3491768
938,93908,Salinas,Monterey,12398,93908,36.651745,-121.599444,both,33.92735,-118.41591,260.3760731
939,92625,Corona Del Mar,Orange,12394,92625,33.601966,-117.864254,both,33.92735,-118.41591,38.89355432
940,95954,Magalia,Butte,12371,95954,39.884654,-121.586789,both,33.92735,-118.41591,447.7330116
941,90040,Los Angeles,Los Angeles,12328,90040,33.994523,-118.149952,both,33.92735,-118.41591,15.94940049
942,93301,Bakersfield,Kern,12325,93301,35.384336,-119.020562,both,33.92735,-118.41591,106.4854072
943,95832,Sacramento,Sacramento,12114,95832,38.44705,-121.496114,both,33.92735,-118.41591,356.7258212
944,93614,Coarsegold,Madera,11982,93614,37.209821,-119.749802,both,33.92735,-118.41591,239.1135817
945,94709,Berkeley,Alameda,11951,94709,37.879234,-122.266839,both,33.92735,-118.41591,348.1541424
946,95948,Gridley,Butte,11917,95948,39.339264,-121.770785,both,33.92735,-118.41591,418.0001843
947,95814,Sacramento,Sacramento,11908,95814,38.580568,-121.49559,both,33.92735,-118.41591,364.7598762
948,90402,Santa Monica,Los Angeles,11882,90402,34.034666,-118.504039,both,33.92735,-118.41591,8.980368328
949,94707,Berkeley,Alameda,11767,94707,37.898189,-122.27913,both,33.92735,-118.41591,349.593062
950,95357,Modesto,Stanislaus,11765,95357,37.672536,-120.887136,both,33.92735,-118.41591,293.7771068
951,92055,Camp Pendleton,San Diego,11765,92055,33.387723,-117.444758,both,33.92735,-118.41591,67.22472876
952,93646,Orange Cove,Fresno,11738,93646,36.644737,-119.289181,both,33.92735,-118.41591,194.3109094
953,90248,Gardena,Los Angeles,11607,90248,33.878432,-118.284104,both,33.92735,-118.41591,8.288738556
954,95451,Kelseyville,Lake,11603,95451,38.922131,-122.789559,both,33.92735,-118.41591,422.4867454
955,95640,Ione,Amador,11598,95640,38.325248,-120.955787,both,33.92735,-118.41591,335.619293
956,92007,Cardiff By The Sea,San Diego,11417,92007,33.02325,-117.274923,both,33.92735,-118.41591,90.79451734
957,93647,Orosi,Tulare,11407,93647,36.60076,-119.175485,both,33.92735,-118.41591,189.8211504
958,94965,Sausalito,Marin,11394,94965,37.852904,-122.547207,both,33.92735,-118.41591,356.725745
959,94708,Berkeley,Alameda,11394,94708,37.902944,-122.261795,both,33.92735,-118.41591,349.2482428
960,92314,Big Bear City,San Bernardino,11385,92314,34.261092,-116.809496,both,33.92735,-118.41591,94.86352507
961,95453,Lakeport,Lake,11369,95453,39.045931,-122.941077,both,33.92735,-118.41591,434.2191176
962,91207,Glendale,Los Angeles,11031,91207,34.181293,-118.260277,both,33.92735,-118.41591,19.69914775
963,95073,Soquel,Santa Cruz,11013,95073,37.042254,-121.930051,both,33.92735,-118.41591,292.5103159
964,95425,Cloverdale,Sonoma,10984,95425,38.823058,-123.063891,both,33.92735,-118.41591,426.083777
965,91024,Sierra Madre,Los Angeles,10932,91024,34.168771,-118.050216,both,33.92735,-118.41591,26.79682399
966,95953,Live Oak,Sutter,10925,95953,39.259022,-121.776826,both,33.92735,-118.41591,413.2346163
967,93442,Morro Bay,San Luis Obispo,10917,93442,35.401934,-120.799362,both,33.92735,-118.41591,169.6616273
968,94105,San Francisco,San Francisco,10916,94105,37.789864,-122.393665,both,33.92735,-118.41591,347.9096946
969,95338,Mariposa,Mariposa,10827,95338,37.508765,-119.982496,both,33.92735,-118.41591,262.8626079
970,95012,Castroville,Monterey,10780,95012,36.784482,-121.759054,both,33.92735,-118.41591,273.1268206
971,93109,Santa Barbara,Santa Barbara,10771,93109,34.406428,-119.726888,both,33.92735,-118.41591,82.0174631
972,93223,Farmersville,Tulare,10716,93223,36.304539,-119.204896,both,33.92735,-118.41591,170.3737132
973,91502,Burbank,Los Angeles,10708,91502,34.176817,-118.309323,both,33.92735,-118.41591,18.30421893
974,92567,Nuevo,Riverside,10648,92567,33.810743,-117.105415,both,33.92735,-118.41591,75.69293253
975,94571,Rio Vista,Solano,10605,94571,38.148862,-121.737696,both,33.92735,-118.41591,346.0240469
976,95386,Waterford,Stanislaus,10557,95386,37.667405,-120.629404,both,33.92735,-118.41591,286.9255429
977,91978,Spring Valley,San Diego,10506,91978,32.724154,-116.940093,both,33.92735,-118.41591,119.1637519
978,95694,Winters,Yolo,10495,95694,38.568866,-122.079781,both,33.92735,-118.41591,380.4890888
979,95064,Santa Cruz,Santa Cruz,10486,95064,36.991107,-122.059022,both,33.92735,-118.41591,294.9637989
980,95713,Colfax,Placer,10472,95713,39.111833,-120.877969,both,33.92735,-118.41591,383.7800098
981,93108,Santa Barbara,Santa Barbara,10401,93108,34.448024,-119.616984,both,33.92735,-118.41591,77.58398655
982,94572,Rodeo,Contra Costa,10384,94572,38.032793,-122.252211,both,33.92735,-118.41591,355.9277687
983,95322,Gustine,Merced,10373,95322,37.166199,-121.024432,both,33.92735,-118.41591,267.8076281
984,93622,Firebaugh,Fresno,10335,93622,36.814503,-120.57524,both,33.92735,-118.41591,233.8857771
985,93219,Earlimart,Tulare,10285,93219,35.873666,-119.281551,both,33.92735,-118.41591,143.2960276
986,96019,Shasta Lake,Shasta,10178,96019,40.676564,-122.380909,both,33.92735,-118.41591,515.1294939
987,93701,Fresno,Fresno,10166,93701,36.749661,-119.787685,both,33.92735,-118.41591,209.988841
988,95326,Hughson,Stanislaus,10147,95326,37.588918,-120.855236,both,33.92735,-118.41591,287.8714738
989,95119,San Jose,Santa Clara,10027,95119,37.230327,-121.785227,both,33.92735,-118.41591,296.7998438
990,93286,Woodlake,Tulare,9906,93286,36.46271,-119.093242,both,33.92735,-118.41591,179.493068
991,92310,Fort Irwin,San Bernardino,9872,92310,35.26146,-116.690324,both,33.92735,-118.41591,134.7853428
992,94925,Corte Madera,Marin,9838,94925,37.931846,-122.507738,both,33.92735,-118.41591,359.4103288
993,90094,Los Angeles,Los Angeles,9827,90094,33.975414,-118.41699,both,33.92735,-118.41591,3.325039269
994,92657,Newport Coast,Orange,9802,92657,33.595088,-117.829038,both,33.92735,-118.41591,40.82895725
995,92254,Mecca,Riverside,9779,92254,33.543835,-115.993906,both,33.92735,-118.41591,141.8135209
